"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125"
19.313,-1.6,-4.147,-1.581,-0.5,0.406,1.166,-0.404,-2.681,-0.048,-0.502,0.868,-0.099,0,0.137,-0.761,0.166,-2.797,-0.458,0.521,-3.796,-3.439,0.603,-1.767,0.693,-0.415,1.283,0.651,0,5.033,1.759,3.125,1.8,1.697,2.113,-1.458,1.908,0.78,0.094,0.661,-2.577,0.894,-2.446,-0.349,-5,0.659,1.1,-4.039,1,-0.944,-3.183,-2.315,2.602,-2.516,1.264,-2.614,1.359,-0.394,-2.039,-3.475,0.034,-2.605,-0.671,-0.047,0.385,-3.09,-0.575,2.832,0.894,-3.02,0.279,-3.863,0.488,-0.171,0.385,0,1.076,0.738,0.497,"A",2.779,0.735,0,2.128,2.794,1,1.701,3.331,-1.07,0,-1.795,2.079,-2.983,"B",-1.352,0,-1.023,1.86,-3.825,1.422,0,1.227,-0.032,1.454,2.405,4.34,0.585,-0.387,-1.995,3.304,0.422,-0.256,-2.414,-1.863,2.583,0.681,-1.488,0,-0.334,"B",2.543,0.836,-0.719,0.834,0.2,0
24.33,2.2,-1.648,-1.613,-3.2,0.589,-3.328,-0.254,-1.428,0.218,0.984,-1.9,-3.56,1,0.364,2.867,-1.203,-0.765,-1.026,0.324,-2.426,-4.251,2.235,-0.692,2.171,0.493,-1.858,1.37,1,0.452,-4.595,3.206,-0.718,0.58,5.826,0.415,-1.73,0.933,-1.69,-1.475,1.259,3.05,0.916,-0.901,-1.1,1.193,1.868,2.391,1,1.194,-2.177,0.854,-1.6,-0.275,2.978,0.131,0.214,0.656,1.341,2.423,0.078,0.388,-0.459,-0.047,-0.279,3.93,-1.586,-1.716,0.767,-0.189,1.87,-1.404,1.318,0.793,-1.553,0,-1.611,-3.715,0.373,"B",2.502,0.431,1,-1.634,0.201,1,3.126,1.192,-3.063,1,-1.06,0.363,2.571,"B",-4.069,1,-0.498,-0.114,0.915,-0.581,0,0.249,2.375,1.836,-1.635,-1.075,-0.853,-2.301,-1.567,-1.048,-4.091,1.076,-1.072,-2.639,1.867,-0.278,1.823,0,-4.36,"B",-0.081,0.836,-0.948,-4.14,1.313,1
9.22,-0.6,-0.525,-1.518,-1.1,0.494,-0.477,-0.219,-1.627,0.43,0.874,4.079,1.186,0,0.27,0.416,-0.251,-2.398,-1.354,0.365,-0.499,-4.148,-1.072,-1.051,-1.611,-4.398,-1.385,2.191,1,-0.596,-1.768,3.08,0.73,2.013,0.306,-1.497,0.229,0.009,-4.134,0.281,-0.512,2.804,1.006,-1.64,2.3,-1.464,-1.163,-0.301,0,-1.008,2.733,0.04,-0.668,-0.551,-2.749,1.679,-2.564,-5.781,-0.09,1.208,2.53,0.413,-0.886,4.092,0.294,0.85,-0.809,-1.397,0.322,-1.045,-1.49,2.661,2.114,-0.748,-2.34,0,-1.107,1.584,0.448,"B",0.072,-2.512,1,-0.447,-0.307,0,2.441,-1.403,0.451,0,-0.739,0.227,-2.361,"B",4.345,0,1.679,-0.577,-1.972,-3.561,1,-0.571,-0.263,1.795,2.267,1.143,5.767,0.019,0.62,-4.186,-1.03,1.181,2.421,1.52,0.177,-0.991,0.55,1,0.475,"B",-1.175,-0.866,-1.518,1.438,2.551,1
-1.496,0.8,3.832,-4.234,-0.6,0.518,-1.218,-0.698,2.081,1.068,-0.513,-1.647,1.331,0,0.26,-1.193,1.746,1.516,1.566,0.573,0.258,-2.335,-0.537,2.041,3.647,-1.225,-2.21,0.27,1,1.538,0.416,1.4,-1.914,2.617,0.979,-1.003,-2.301,-2.499,-1.177,2.513,-3.384,-1.807,-3.574,-0.192,-0.4,0.443,-3.588,0.636,1,-1.437,0.638,-0.57,-1.544,5.363,1.645,0.874,1.41,-1.252,-0.566,-2.302,1.025,1.492,-0.218,2.706,2.741,-0.36,-0.168,1.325,0.042,-1.815,0.28,0.528,2.147,0.254,2.499,0,-2.222,-2.935,0.562,"B",2.683,1.074,0,0.247,-0.587,1,-1.263,0.839,2.939,1,1.165,1.705,-1.711,"A",-3.484,0,-1.215,0.882,0.925,1.625,0,-2.126,-0.273,-2.038,1.817,0.731,3.174,2.988,-0.664,-1.657,-2.753,-0.922,-0.66,-0.378,-0.482,0.154,2.906,0,-0.337,"B",-1.029,2.864,0.602,-5.696,1.167,0
15.186,1.2,2.167,-1.716,-0.3,0.597,-3.002,0.048,1.331,1.369,1.466,0.131,1.077,0,0.28,1.791,-1.144,-2.4,-1.117,0.268,1.429,0.268,2.175,1.083,-2.906,0.177,-0.174,-1.484,1,3.494,-2.822,-1.069,0.321,-2.416,1.295,0.559,-0.92,2.29,3.081,-4.275,1.318,-1.528,-1.407,3.897,-0.5,0.976,2.05,-3.033,1,0.706,-1.55,2.031,0.895,-1.661,2.321,2.277,-1.636,1.029,0.349,1.877,-1.611,3.431,1.083,1.187,0.118,0.96,-1.405,-0.767,0.936,1.519,0.81,-0.052,1.563,1.75,0.357,0,3.337,0.162,0.267,"C",-2.765,3.669,0,1.507,-1.606,1,-0.628,-2.269,-1.16,1,0.993,0.11,-0.576,"C",0.748,0,-0.448,-0.143,-3.984,4.835,0,-1.598,-0.898,0.343,-1.167,-2.484,5.901,-2.471,1.348,-2.772,-1.139,0.325,-2.104,-0.695,-2.145,0.01,-2.242,1,1.759,"B",-1.339,-3.575,-1.424,2.508,1.497,0
32.569,0.5,-0.204,2.736,-2.1,0.469,0.463,2.353,-1.789,-4.199,1.674,-0.913,-1.53,1,0.117,-1.582,-1.412,-0.123,-0.898,0.482,-2.021,-0.75,-2.453,1.027,-1.098,-0.128,-1.192,1.36,0,1.859,2.122,1.279,-0.57,0.22,3.582,-0.265,0.353,-2.227,0.969,1.141,-1.812,-2.403,-2.909,-1.648,-1.7,-2.165,0.332,-0.103,0,-0.564,-1.015,-0.153,3.113,3.977,-2.26,1.567,2.364,2.593,2.247,-0.592,-0.15,0.848,0.133,0.408,2.439,1.8,-2.7,1.33,0.783,3.406,1.204,2.774,1.399,0.242,-1.668,0,1.197,1.616,0.305,"C",3.792,1.937,0,2.422,1.017,1,-3.313,-0.673,0.62,0,-2.955,0.144,-0.269,"C",1.69,0,-2.591,0.598,0.222,-0.671,0,-1.124,0.492,-2.415,-0.207,1.836,-0.995,-0.687,2.342,-0.334,-2.472,1.256,0.457,-5.311,1.792,-2.657,1.361,1,1.85,"D",0.465,-2.241,2.634,-1.574,0.263,0
22.073,2.9,1.647,2.006,-0.2,0.532,0.986,-1.252,3.278,-3.222,-0.63,1.409,1.286,1,0.146,-0.55,-2.437,-2.39,1.032,0.133,1.624,1.171,-0.641,1.668,1.141,0.653,-1.14,1.706,0,1.24,3.709,-3.127,1.857,-3.456,0.474,-2.705,-2.49,-3.111,0.624,3.259,-0.121,-0.485,-3.208,-2.777,0.1,-2.127,-0.51,1.117,0,2.908,-1.35,-1.481,-0.637,-1.179,0.428,-0.72,-1.843,-2.513,-3.219,-2.17,5.59,-0.794,0.91,-0.867,-1.442,1.41,1.31,1.443,0.733,-1.85,0.187,1.812,0.859,-0.148,-0.667,0,-1.744,2.975,0.505,"C",-2.564,2.965,0,0.808,0.19,1,-0.422,0.01,-0.945,0,0.209,-1.091,0.361,"A",2.159,0,-3.707,-3.09,0.316,-1.068,0,-0.877,-0.006,-3.003,-1.633,-2.459,-1.029,-1.586,0.159,2.873,3.042,0.869,-0.077,0.484,0.856,2.211,-1.763,0,-2.617,"C",1.545,-1.175,0.977,1.264,0.478,0
6.077,0.7,1.081,-0.012,-2.5,0.41,-1.627,0.358,2.666,-0.338,-0.065,-4.085,1.002,0,0.197,-0.882,0.31,-1.953,-3.095,0.526,-3.721,0.537,-3.189,0.065,2.827,-1.808,1.572,0.497,0,-0.733,0.164,0.708,0.269,2.255,0.619,-1.52,-2.871,2.653,-0.523,2.144,-1.671,-1.707,-3.122,0.615,0.3,-0.819,3.679,-1.002,0,2.778,-1.54,1.227,0.528,0.117,0.092,-2.43,1.294,-1.385,1.96,0.09,1.87,-2.191,0.757,-0.358,1.306,-1.53,-1.986,5.097,0.79,-0.426,-0.952,-0.443,0.747,4.477,1.36,0,-2.461,3.553,0.267,"A",-1.478,1.768,0,-0.479,-0.432,0,3.427,0.56,-0.233,0,0.372,0.935,-0.697,"C",-1.19,0,0.991,-2.364,1.26,0.608,1,-0.369,-3.936,0.561,0.213,-3.517,-0.79,0.323,1.329,3.729,2.379,-1.882,-0.114,0.964,-0.05,-1.582,-0.711,0,1.645,"B",0.263,-0.128,-0.303,-0.335,0.83,1
0.309,0.4,1.347,-1.316,2.7,0.576,1.536,-2.276,3.958,4.71,2.472,-1.154,-4.912,1,0.285,-2.09,-0.027,4.039,-1.569,0.436,1.716,-1.185,1.926,0.488,-0.366,-1.582,0.794,1.76,0,-2.084,-3.681,0.77,4.314,4.522,1.342,-0.681,-0.744,0.82,-2.559,-1.138,-0.292,0.989,0.552,-1.448,0.6,2.726,0.664,1.176,0,-0.848,-1.831,0.732,-1.068,-2.682,0.266,1.577,0.221,-4.32,1.815,0.087,1.755,1.971,0.574,-1.303,-0.061,1.63,-0.11,-0.943,0.097,1.155,0.623,-1.842,-0.304,-0.373,0.566,1,0.74,-5.658,0.609,"B",-1.779,-2.993,0,-2.747,-0.98,0,0.956,-0.11,-0.719,1,1.857,-3.057,6.313,"B",0.914,0,3.806,0.148,-3.888,0.007,0,3.619,2.831,-1.545,-0.076,-1.966,-1.786,-3.388,-0.922,2.696,-1.903,0.882,-2.505,0.718,5.549,-0.252,-0.191,1,1.996,"B",-2.019,2.259,-0.934,1.483,-1.281,0
19.792,-0.6,-4.194,1.534,1.7,0.586,0.87,-1.799,1.59,0.92,2.467,2.133,4.227,1,0.124,-1.047,1.827,-1.055,-0.524,0.178,0.601,-0.039,4.283,1.318,-0.469,2.784,1.425,-1.483,1,-1.06,-0.798,1.693,-0.476,0.168,2.022,0.942,0.421,-0.295,0.081,-4.321,2.528,2.801,-2.983,0.964,-0.6,-1.178,0.614,3.783,0,-3.133,-0.904,-2.052,2.363,-3.127,-0.671,-0.392,3.824,-1.76,2.934,0.35,0.692,-2.436,-0.726,-2.832,-0.995,-0.3,-1.691,-1.43,0.748,-1.887,3.821,1.508,2.209,-2.274,2.005,0,0.921,-0.627,0.532,"B",-0.066,-0.395,0,-0.813,-0.517,0,-1.677,-4.824,-1.156,0,4.803,-1.019,1.504,"C",-2.17,0,1.742,0.571,3.048,-3.174,1,1.205,1.505,-1.116,0.09,-0.551,1.414,2.126,2.047,-2.273,0.129,-0.065,-4.135,-0.89,-1.888,-4.026,0.822,0,-0.703,"B",-0.297,1.817,-0.853,0.815,1.625,0
12.595,-0.4,-1.395,-0.557,-1.6,0.591,1.219,-0.465,1.133,-1.545,1.185,-1.673,1.856,1,0.387,-1.901,0.449,-0.241,-1.637,0.579,-0.925,-2.334,-0.003,1.01,3.191,-0.434,2.649,1.579,0,-0.082,-2.403,3.137,-3.24,-0.873,0.67,-1.019,2.613,4.444,-1.428,-5.557,0.36,-1.558,-2.765,1.759,0.2,1.382,-0.052,-1.09,0,0.292,-0.252,0.309,1.304,-1.273,-3.997,1.467,-2.143,-3.787,1.597,1.741,2.136,3.508,2.479,-1.816,1.902,-0.25,2.355,2.361,0.925,0.393,2.2,-1.023,-0.251,-0.073,0.334,1,-0.191,-1.235,0.286,"C",0.336,-0.17,0,-1.55,1.282,1,1.011,0.482,-0.572,1,-1.429,-4.883,3.386,"B",0.447,0,-3.38,-0.303,0.622,2.823,0,-3.815,4.304,1.558,-1.857,-4.119,-1.555,-2.189,2.657,0.249,-1.802,1.52,0.236,-0.695,3.112,0.673,1.439,0,1.153,"A",-0.041,0.452,-4.8,2.822,0.524,1
9.558,-1,2.107,4.598,-0.2,0.551,-0.199,-0.945,-0.833,0.5,-0.004,-1.358,-2.575,0,0.379,-0.373,-4.427,-2.499,-0.234,0.025,0.422,0.907,0.864,3.566,-0.438,-0.347,1.331,2.848,1,2.216,-3.166,0.932,1.181,-1.401,0.589,-1.605,0.696,0.465,1.641,-0.669,-4.54,0.603,-0.013,-0.41,1.9,-2.507,1.428,1.217,0,-0.223,-0.765,-2.173,-3.472,0.859,1.732,-0.361,0.292,-1.244,1.481,-0.106,0.981,-4.46,0.565,2.948,0.341,4.24,1.471,1.37,0.405,2.798,2.255,2.169,0.291,-4.127,1.615,1,2.389,2.055,0.552,"C",2.06,3.946,0,0.186,-0.942,1,-0.953,1.203,2.362,1,1.888,-1.026,0.779,"B",0.506,1,-1.53,-2.327,-0.562,-0.011,0,-1.179,-0.951,1.054,-2.126,1.621,-0.337,2.449,-1.111,-2.802,3.812,0.345,0.565,1.252,-0.74,-0.545,0.165,0,0.323,"B",1.945,0.036,-0.136,-0.497,-0.587,0
31.603,-0.1,-1.888,0.143,3.1,0.566,1.173,-1.802,0.976,-0.825,-1.822,-0.76,2.004,1,0.385,-1.898,0.993,1.117,-1.25,0.436,3.793,-0.138,-1.16,-0.139,0.435,2.099,2.891,0.982,0,0.574,0.1,2.718,1.272,1.686,-0.266,-0.363,-2.433,-0.035,-1.186,-0.188,-1.389,1.258,2.132,1.698,1,1.349,3.484,-2.531,0,-2.947,-0.696,-0.093,-1.094,-1.188,0.267,-3.364,-0.03,3.036,-0.594,-0.718,-3.566,0.891,0.269,-1.287,-3.462,1.01,1.074,-0.822,0.935,0.517,2.843,-0.202,0.25,-0.341,-1.22,0,0.204,-0.446,0.245,"B",-0.75,0.808,0,-1.373,0.488,1,2.364,1.503,-1.57,1,-2.342,0.442,-1.75,"B",-1.663,0,0.453,-1.327,-0.265,-0.582,0,2.246,-2.625,-0.851,-3.49,-3.063,-0.217,-0.182,-0.353,-1.366,0.622,-1.606,-5.521,-2.422,-2.028,2.652,4.13,0,-0.429,"D",0.653,-2.934,-2.239,0.927,-0.006,0
14.328,-0.4,0.623,1.151,-2.6,0.497,0.331,-1.456,-0.011,2.542,-0.44,-2.087,0.712,1,0.132,2.456,-2.706,2.598,2.024,0.514,-2.593,3.102,2.998,0.162,-2.462,1.571,2.048,0.949,1,0.937,-0.252,-1.804,-2.009,-0.196,3.273,0.429,5.144,-1.202,0.687,1.302,-1.501,2.164,-3.105,2.001,-3.7,-0.717,-1.733,-0.634,0,-0.898,1.77,-1.183,-2.166,1.712,-2.231,3.865,-0.469,2.499,3.982,2.16,-0.833,-1.593,-1.078,0.17,-3.068,-1.94,-1.24,0.768,0.644,4.571,3.328,1.43,1.227,-4.188,-4.273,0,-1.578,-0.143,0.481,"C",1.475,0.934,0,-0.14,3.603,0,-0.276,1.795,-1.43,0,1.605,-0.3,-3.056,"B",-0.072,1,-0.774,-3.368,0.843,1.051,0,-2.046,-1.389,-0.494,2.843,0.372,2.908,0.675,-0.041,0.538,2.782,-0.302,2.185,-2.129,0.596,-1.065,0.142,0,0.024,"D",-0.039,-0.544,-1.56,0.324,0.506,0
23.461,-1.9,-0.589,-2.005,3.1,0.545,-2.304,3.009,4.715,1.06,-0.327,-0.247,-2.108,0,0.267,5.264,3.238,0.189,-0.293,0.044,1.09,-0.628,2.146,-1.436,1.301,-0.328,-0.034,0.53,0,1.51,4.446,-0.86,-1.151,1.374,-1.532,2.453,1.189,0.578,2.579,0.658,-3.829,1.06,0.381,-0.343,-3,2.129,-1.015,-1.576,0,2.006,3.289,-0.055,-5.52,-1.228,-3.013,1.261,0.863,1.01,-0.201,1.152,-0.025,-1.599,1.384,-0.183,1.26,-2.54,1.278,-1.516,0.873,-0.105,1.468,2.327,-0.785,-0.554,1.09,0,-1.803,-1.739,0.345,"C",-1.905,1.753,0,-1.844,-0.169,0,-4.304,4.905,1.502,0,2.08,-0.844,-0.937,"B",-0.618,0,1.603,0.385,-0.261,0.559,0,-0.599,-0.453,-0.868,-0.7,-0.587,-1.977,2.367,-0.811,0.397,-0.403,2.036,2.208,-2.069,2.318,-2.233,0.905,0,2.497,"B",0.145,0.388,-0.529,1.496,-2.303,1
-21.236,-4,0.1,1.019,-1.8,0.577,-0.037,-2.23,-0.905,-2.909,-0.895,0.11,3.537,0,0.323,3.463,3.408,1.149,1.545,0.427,1.072,1.895,-2.314,0.96,1.046,2.293,1.393,-1.678,1,-0.698,4.337,2.886,-2.339,-1.393,0.739,1.835,1.789,1.024,-0.508,-0.708,-1.101,-0.656,-2.605,-2.93,-2.2,0.622,-1.141,-1.741,0,-2.491,-1.316,-0.573,-0.91,-1.665,-3.511,-2.884,-1.322,-0.347,-2.457,1.381,-0.085,-1.424,2.862,-0.66,2.038,-0.65,-3.302,-2.087,0.986,-2.095,0.175,0.34,0.486,0.94,-0.123,0,-1.823,0.491,0.489,"C",-0.075,0.323,0,1.485,0.437,0,-1,1.098,0.571,0,3.878,-1.923,2.066,"B",0.658,0,3.951,0.619,3.936,-3.829,0,0.048,0.245,-1.289,1.346,1.344,-1.51,1.955,0.868,1.973,2.38,2.637,2.394,0.72,1.565,0.855,1.106,1,-1.056,"B",-0.301,1.73,-2.981,-2.362,0.448,1
11.203,1.2,0.308,2.331,-1.1,0.412,-2.558,-0.359,-2.196,2.913,1.486,-5.012,0.605,0,0.203,-1.341,1.63,-1.7,2.569,0.546,-2.614,0.364,1.71,2.418,-1.242,4.454,-0.492,0.111,0,0.69,-3.82,-1.981,2.927,2.085,1.916,-0.935,0.213,-0.583,-1.944,0.31,-0.451,-2.482,0.472,2.365,0.7,2.335,-0.945,1.964,0,3.298,-1.066,-2.594,4.679,0.172,0.576,-0.824,-0.455,1.025,-0.342,-0.744,0.871,0.968,-1.176,3.152,0.413,-0.81,-0.769,-1.136,0.6,-2.356,2.102,1.076,-0.41,1.296,-2.079,0,-5.458,0.683,0.441,"C",-0.579,-1.29,1,-0.605,0.971,0,2.329,-2.924,-1.747,1,0.958,-1.326,-2.005,"B",1.49,0,0.607,-0.287,-1.266,-0.967,0,1.381,-3.437,-3.226,-1.915,1.53,-2.683,-2.339,-3.722,0.132,-0.331,4.218,-0.825,-0.366,0.153,0.351,0.436,1,3.258,"B",-2.04,2.708,-4.408,-2.109,-2.359,1
-9.052,1.3,-4.095,3.143,0.9,0.581,2.611,3.117,-3.348,-3.313,2.952,2.766,1.442,0,0.211,-3.321,-0.713,2.168,-0.941,0.315,-0.864,1.223,3.162,0.781,-1.01,-0.403,0.928,-1.221,0,0.015,-0.211,-0.762,1.43,3.919,2.074,-2.602,3.273,2.253,0.363,0.867,-4.985,-0.117,1.915,1.214,1.1,0.46,-0.163,-1.923,0,-1.663,0.009,-4.384,1.364,-0.771,-3.861,-1.172,3.56,-1.459,-1.497,-1.906,0.964,3.006,-2.193,-2.135,-1.652,1.43,1.939,1.597,0.872,0.154,2.253,4.586,-0.957,-1.421,2.08,0,1.598,0.561,0.253,"C",-0.733,4.181,1,0.925,-0.657,0,-0.543,-0.918,-0.055,0,3.793,-2.908,2.128,"C",-3.277,0,1.407,-1.665,0.159,1.725,0,-0.452,1.568,0.075,-3.31,-0.88,0.487,1.704,-3.06,-0.259,-5.789,2.074,2.012,-1.022,-0.88,1.378,-1.018,0,1.19,"B",0.352,0.276,1.976,0.865,-1.267,0
6.27,-2.6,-1.998,2.411,-1.9,0.406,0.578,-0.039,-1.798,0.742,2.411,-2.631,1.272,0,0.298,0.913,2.036,-2.036,-2.724,0.274,1.017,4.824,1.584,0.758,-0.691,-0.818,0.424,4.719,0,-1.453,-1.23,2.394,2.678,-0.068,-1.697,-0.867,2.192,-1.731,-1.825,2.147,-2.16,0.857,1.286,4.327,0.1,-2.819,0.489,1.887,0,-0.829,3.002,1.435,-2.432,1.672,-1.503,-0.16,3.108,1.118,0.474,-2.852,-0.402,-0.141,-2.397,-0.862,-1.74,-3.7,4.855,1.785,0.089,-1.398,-0.004,-2.742,0.086,-0.302,-0.226,0,-0.218,-1.67,0.396,"B",2.374,-3.381,0,2.103,0.933,1,1.409,3.373,0.766,1,1.235,2.798,-1.968,"C",0.442,0,2.253,-2.932,1.448,0.136,1,1.083,0.048,-2.607,3.692,-0.155,-0.573,-1.086,-1.275,-0.238,1.661,0.134,-0.964,-1.545,-4.116,-1.476,4.871,0,-3.343,"B",-0.257,1.762,1.815,0.811,-0.014,0
-0.635,-1.7,-2.601,2.327,2,0.464,-3.782,-3.108,0.016,2.388,-0.144,-0.796,0.005,1,0.123,-1.626,0.999,-0.069,2.789,0.429,4.438,1.756,1.669,2.764,-0.636,-1.725,1.42,-2.946,1,2.253,1.054,1.115,-2.405,0.037,-0.769,2.997,-0.967,-0.563,2.256,-0.626,0.526,1.316,-2.1,-0.383,-0.8,-3.399,-0.358,-0.293,0,3.07,2.273,0.336,2.897,-0.31,-3.078,2.691,-2.165,1.715,0.15,-0.205,3.181,-0.578,2.72,1.39,0.555,0.53,3.701,5.189,0.426,-4.28,1.77,-1.259,-0.378,4.677,1.513,0,0.055,-4.593,0.606,"C",0.804,0.424,0,-0.22,-0.203,1,-1.678,-0.105,0.206,0,1.723,-2.213,1.203,"B",-1.463,0,2.178,3.871,0.333,-0.3,0,0.405,4.212,-0.32,-1.169,1.832,1.379,0.575,1.855,-0.459,0.179,1.524,-0.681,0.362,-0.687,0.449,-3.604,1,-3.839,"B",-1.179,0.873,-0.675,-0.994,-2.026,1
-9.412,0.5,0.765,1.444,-1.7,0.426,0.592,1.665,-1.197,-0.021,1.587,-1.998,-0.328,1,0.157,-1.48,1.499,0.218,-1.647,0.381,-6.495,-0.395,2.898,1.156,-1.394,-0.626,2.221,0.107,0,0.123,-1.904,-0.727,-0.492,1.32,-0.193,-1.854,-0.564,-0.31,-1.078,1.998,-1.643,1.767,0.631,0.139,0.1,3.797,1.686,-0.17,0,4.792,1.932,-3.612,-1.472,-1.943,0.334,-0.495,-1.076,-0.08,0.751,-2.031,-0.343,-0.771,1.292,-0.277,1.214,1.98,-2.363,0.157,0.515,3.338,-1.702,-1.834,-1.319,-0.008,-0.039,0,1.043,-1.164,0.258,"B",-0.553,1.12,0,0.731,0.125,0,-1.858,-0.255,1.833,0,-0.831,1.979,0.163,"C",-2.904,0,-2.438,-2.225,-4.311,-1.889,0,2.853,0.099,3.692,0.714,0.488,-1.515,-3.104,-1.403,-1.379,0.76,2.028,0.397,2.583,-2.338,-5.213,3.868,0,-0.552,"B",-1.828,-0.132,5.174,-2.878,-1.477,0
29.538,0.9,2.774,-0.03,-2.9,0.422,-2.577,-1.923,-0.544,2.609,-1.438,2.257,-0.194,0,0.222,-0.952,-1.726,5.005,-2.99,0.422,2.361,1.58,-0.344,-1.72,2.553,3.858,-1.7,-2.672,1,1.091,1.561,-1.754,-0.165,1.688,4.293,-2.431,-1.841,2.844,0.098,-2.359,0.503,1.675,-0.873,-1.89,-2.6,2.377,-3.539,-2.813,0,2.683,-3.046,-0.947,-0.361,-4.611,-0.783,-1.638,2.466,-4.375,0.602,1.307,0.938,1.91,-0.632,0.561,0.579,-1.86,0.667,0.765,0.143,0.643,0.357,-0.858,-0.449,0.624,1.928,0,3.094,1.674,0.619,"A",-1.214,0.036,0,1.454,-1.296,1,-2.257,-0.419,2.694,1,0.937,0.285,-2.385,"B",-0.717,1,-0.508,-0.108,2.369,-1.069,0,1.602,3.079,-4.217,0.295,1.768,1.003,0.194,1.715,0.476,2.857,-1.036,0.212,2.57,-1.088,-0.795,-2.729,0,0.011,"B",0.598,-1.855,-4.645,-1.184,-1.649,0
23.015,2,2.481,0.186,-3.2,0.503,0.047,-1.669,-0.964,1.583,0.545,-1.939,-1.032,1,0.164,-2.116,2.741,-2.371,-1.203,0.183,0.89,-0.211,-1.909,3.647,-1.326,-2.46,-0.627,-0.511,1,-0.815,1.521,-4.768,0.821,-2.097,2.489,0.953,-0.384,-2.622,1.154,2.919,0.66,-0.994,-3.613,-1.342,0.2,-3.061,1.251,0.165,0,-1.461,0.802,-0.36,-0.834,1.612,0.893,-0.302,-0.393,1.709,0.827,2.038,-0.159,2.18,-0.384,-1.859,1.743,-1.24,3.063,-1.037,0.089,0.758,1.009,-2.95,1.224,2.912,-0.409,0,-2.047,-2.413,0.295,"B",-0.662,-0.268,0,-1.223,-2.097,1,-0.147,-4.996,2.207,0,-1.088,0.935,2.801,"B",-0.635,0,0.559,-2.667,0.061,-1.148,0,-1.102,1.195,-1.218,-0.649,0.716,-1.727,-0.993,-1.298,-2.836,1.019,-0.443,-3.581,-0.674,-0.672,0.116,-3.724,0,-3.83,"B",-4.527,-0.188,-1.492,1.22,1.515,0
6.91,1.4,-5.047,-1.825,-1.9,0.566,-0.219,-2.319,-2.901,1.644,-3.205,-0.077,0.653,1,0.394,0.266,4.463,-0.276,-0.637,0.104,-1.279,-1.433,-0.303,-0.694,-1.94,-1.155,0.247,1.943,0,6.144,1.944,-1.22,-1.854,0.201,2.702,-4.227,0.995,-0.269,0.995,-0.548,1.785,-0.25,-1.392,-3.059,1,1.949,-3.154,-1.838,0,-0.46,-0.484,-0.099,1.406,1.372,1.489,0.851,-2.379,0.084,-1.942,1.787,-0.616,0.727,-0.263,2.306,-1.129,-0.96,-1.609,0.558,0.813,-1.318,-0.522,0.159,0.31,-2.22,1.703,0,-3.291,4.057,0.409,"C",2.184,-1.008,0,-2.001,-0.575,0,-1.512,-0.246,1.452,0,4.742,0.601,0.543,"B",-0.172,0,0.728,0.895,-3.222,0.643,0,-0.593,-1.23,2.465,1.9,1.643,3.355,0.047,-4.639,2.631,-2.485,-0.983,-5.509,0.594,-0.834,-1.065,-2.944,0,-1.139,"C",3.038,2.25,-1.033,1.01,0.235,0
21.134,-0.1,0.023,1.885,0.6,0.489,-0.436,-1.765,-1.992,2.028,0.326,2.865,-0.942,0,0.237,-1.179,0.428,2.564,-2.242,0.591,0.736,0.615,1.968,-1.644,0.118,0.573,0.611,0.274,1,-2.148,-0.419,-3.509,-4.564,3.27,4.098,1.011,3.838,0.806,-0.181,-0.867,-3.585,2.403,0.509,3.423,-2.2,-3.326,-0.555,1.922,0,0.487,-1.263,1.325,2.304,2.051,-1.374,2.168,3.201,0.91,0.998,0.059,-1.58,-2.037,-1.008,1.6,-1.485,3.25,1.439,-0.395,0.035,1.299,0.265,-1.888,1.073,0.472,2.55,0,-0.505,-0.351,0.591,"B",-0.297,-0.648,0,-2.599,-0.863,0,1.397,-3.128,-2.032,0,-0.841,-0.912,0.278,"B",0.35,1,-0.389,-2.7,-1.448,0.644,0,-1.241,0.016,-0.183,-0.86,0.727,-6.863,-0.331,-1.063,-4.07,-1.083,1.762,-0.353,4.689,-0.011,-0.457,2.852,0,-1.055,"D",1.566,-0.451,3.105,-1.986,1.801,0
